presupuesto_min,fuente_lead,tipo_propiedad,interacciones_iniciales,conversion
430000,1,1,0,0
129000,1,1,4,0
296000,1,1,4,0
153000,1,1,2,0
189000,1,2,0,1
156000,1,1,7,1
239000,1,3,21,1
103000,1,2,4,0
87000,1,1,3,1
106000,1,4,0,0
158000,1,4,0,0
133000,1,3,0,0
222000,1,3,5,1
307000,1,4,3,0
88000,1,2,0,0
100000,2,3,0,1
68000,1,1,2,0
458000,1,2,14,1
177000,1,2,3,0
195000,1,1,3,0
72000,1,1,4,1
150000,1,1,0,1
198000,1,1,0,0
131000,1,1,0,0
271000,1,1,3,1
535000,1,3,0,0
89000,1,2,0,0
85000,1,2,0,0
93000,1,1,0,0
363000,1,3,0,0
266000,1,1,0,0
139000,1,1,3,0
153000,1,2,2,0
96000,1,3,3,0
245000,1,4,3,0
122000,1,3,0,0
130000,1,2,0,0
210000,1,2,2,0
135000,1,2,2,0
132000,1,1,4,0
151000,1,1,4,0
232000,1,4,2,0
371000,1,4,4,0
207000,1,1,1,0
233000,1,1,0,1
134000,1,1,2,0
102000,1,2,7,0
215000,1,1,2,0
165000,1,2,3,1
69000,1,1,5,0
125000,1,1,5,0
143000,1,1,0,0
113000,1,3,2,0
339000,1,1,4,0
195000,1,2,2,0
319000,1,2,4,1
173000,1,3,2,0
157000,1,1,12,0
90000,1,2,0,0
151000,1,1,3,1
151000,1,2,6,0
71000,1,2,0,0
111000,1,3,7,0
126000,1,4,4,1
188000,1,3,1,0
193000,1,3,2,1
109000,1,1,0,0
194000,1,2,6,0
136000,1,1,5,0
50000,2,1,0,1
115000,1,2,2,1
272000,1,2,4,0
59000,1,2,4,0
160000,1,3,3,1
359000,1,2,3,1
99000,1,3,16,0
150000,1,3,0,1
73000,1,3,3,0
367000,1,1,2,0
143000,1,2,4,0
154000,1,2,1,0
316000,1,4,0,0
216000,1,1,5,1
93000,1,1,3,0
105000,1,1,2,0
197000,1,1,2,0
106000,1,3,2,1
50000,1,1,4,1
146000,1,1,3,0
66000,1,2,4,0
365000,1,1,7,0
165000,1,1,5,0
91000,1,2,16,0
102000,1,2,0,0
53000,1,4,0,0
82000,1,2,6,1
262000,1,4,5,0
512000,1,1,0,0
224000,1,3,5,1
143000,1,2,5,0
118000,1,2,5,0
89000,1,2,5,1
466000,1,1,1,0
135000,1,1,2,1
480000,1,3,3,0
323000,1,3,16,0
58000,1,1,3,0
104000,1,2,5,1
104000,1,2,0,1
144000,1,2,4,0
145000,1,1,1,0
779000,2,3,3,1
83000,1,2,3,0
170000,1,2,2,0
211000,1,2,5,1
150000,1,2,2,0
159000,1,1,1,0
84000,1,3,0,1
159000,1,1,4,1
199000,1,3,0,0
180000,1,3,2,0
205000,1,2,20,0
326000,1,2,8,1
251000,1,1,4,1
156000,1,1,2,1
79000,2,2,0,1
108000,1,1,3,1
133000,1,1,4,0
172000,1,4,9,0
115000,1,1,0,0
90000,1,1,4,0
78000,1,1,11,0
60000,1,2,4,0
132000,1,2,0,1
67000,1,3,11,1
87000,1,2,4,1
121000,1,1,3,0
72000,1,2,5,0
185000,1,1,3,1
225000,1,3,0,1
111000,1,1,1,1
118000,1,1,2,1
202000,1,2,1,0
101000,1,1,1,0
98000,1,2,5,0
290000,1,2,3,1
244000,1,4,9,0
209000,1,1,5,1
250000,1,2,0,1
51000,1,2,10,1
316000,1,1,2,0
186000,1,2,3,1
262000,1,3,1,0
186000,1,3,6,1
154000,1,3,2,0
129000,1,2,0,0
184000,1,1,3,0
126000,1,3,3,1
242000,1,1,0,0
63000,1,2,0,1
111000,1,3,1,0
462000,1,3,4,1
106000,1,3,2,0
132000,1,1,4,0
92000,1,2,5,1
180000,1,1,3,0
100000,1,3,4,0
135000,1,2,0,0
239000,1,1,11,1
102000,1,3,5,0
231000,1,2,6,0
236000,1,2,2,0
268000,1,4,6,0
162000,1,2,8,0
892000,1,2,5,0
268000,1,1,2,0
179000,1,1,6,0
93000,1,1,1,0
142000,1,1,4,0
329000,1,1,4,1
384000,1,2,6,1
338000,1,2,0,1
231000,1,1,4,0
75000,1,2,9,1
196000,1,3,3,0
76000,1,1,0,0
66000,1,2,3,1
171000,1,1,0,1
200000,1,2,17,0
247000,1,2,10,0
197000,1,1,6,0
201000,1,1,4,1
87000,1,3,0,0
142000,1,1,5,0
65000,1,2,3,1
50000,1,2,2,0
225000,1,1,3,0
99000,1,2,0,0
242000,1,2,4,1
276000,1,1,2,0
107000,1,3,4,1
208000,1,2,0,0
104000,1,2,6,0
54000,1,1,2,1
161000,2,1,1,1
116000,1,2,0,0
118000,1,2,0,0
445000,1,1,2,0
65000,1,2,5,0
185000,1,2,2,0
87000,1,1,3,0
247000,1,3,74,0
177000,1,2,7,1
185000,1,2,1,0
89000,1,3,2,1
98000,1,2,4,0
250000,1,3,4,0
397000,1,3,5,0
195000,1,1,7,1
92000,1,2,3,1
181000,2,4,0,1
570000,2,3,1,1
159000,1,1,4,0
335000,1,1,3,0
100000,1,1,2,0
147000,1,3,0,0
211000,1,3,3,0
187000,1,3,6,0
98000,2,1,0,0
96000,1,3,3,0
258000,1,1,0,0
289000,1,1,6,0
345000,1,1,3,1
405000,1,2,4,0
162000,1,2,3,0
126000,1,1,8,0
315000,1,1,12,0
222000,1,3,2,0
87000,1,1,4,0
85000,1,2,0,0
197000,1,1,3,1
136000,1,1,9,1
148000,1,1,3,1
271000,1,2,2,1
228000,1,2,5,0
312000,1,1,15,0
52000,1,3,2,0
172000,1,1,2,1
220000,1,3,0,1
65000,1,1,4,0
105000,1,3,0,1
94000,1,1,2,0
152000,1,2,3,1
367000,1,2,2,0
456000,1,2,10,1
96000,1,3,5,0
200000,1,1,2,0
204000,1,1,7,0
186000,1,3,6,1
187000,1,3,3,0
177000,1,2,1,0
379000,1,2,0,0
275000,1,3,4,1
84000,1,3,13,0
232000,1,3,6,0
245000,1,3,4,0
178000,1,1,4,0
279000,1,2,3,1
166000,1,2,5,0
167000,1,1,3,0
160000,1,3,4,0
50000,1,2,8,1
144000,1,1,0,0
104000,1,2,0,1
78000,1,1,3,1
330000,1,1,2,0
198000,1,2,1,0
148000,1,2,24,1
110000,1,2,6,0
177000,1,1,5,0
259000,1,2,2,0
95000,1,1,8,1
150000,1,3,5,1
242000,1,1,0,0
52000,1,3,5,0
145000,1,1,2,0
118000,1,1,0,0
139000,1,2,0,0
114000,1,3,2,0
162000,1,3,0,1
432000,1,2,2,1
126000,1,1,4,1
176000,1,1,2,1
449000,1,2,4,0
111000,1,1,6,0
407000,1,3,8,1
150000,1,2,6,0
400000,1,3,6,0
227000,1,3,2,0
178000,1,1,2,0
145000,1,1,6,1
106000,1,3,5,1
156000,1,1,3,0
246000,1,2,3,0
149000,1,3,2,1
126000,1,1,11,1
131000,1,3,6,0
259000,1,1,11,1
294000,1,2,2,0
104000,2,1,7,0
104000,1,2,5,1
185000,1,1,5,1
348000,1,1,0,0
282000,1,1,2,0
75000,1,1,8,1
130000,1,2,4,0
90000,1,1,5,0
129000,1,1,2,1
363000,2,1,0,1
69000,1,1,6,1
62000,1,1,1,0
95000,1,1,5,1
176000,1,2,4,0
211000,1,2,4,1
191000,1,2,4,0
286000,1,1,7,0
57000,1,3,2,0
288000,1,2,0,0
126000,1,2,2,1
224000,1,1,14,0
72000,1,1,0,0
150000,1,2,8,1
171000,1,1,3,0
283000,1,2,3,0
63000,1,1,7,0
153000,1,1,5,0
83000,1,1,0,1
198000,1,1,0,1
230000,1,1,2,0
304000,1,1,6,1
112000,1,2,2,1
250000,1,1,7,1
317000,1,2,2,1
61000,1,3,3,0
210000,1,3,2,0
254000,1,2,2,0
130000,2,1,3,1
77000,1,2,5,0
252000,1,3,2,0
78000,1,2,3,0
136000,1,1,0,0
147000,2,3,3,1
222000,1,1,4,0
106000,1,3,3,1
103000,1,1,2,1
158000,1,1,8,0
261000,1,3,0,0
528000,1,2,2,0
65000,1,2,6,1
178000,1,3,0,0
83000,1,3,0,1
263000,1,2,2,1
90000,1,4,5,0
104000,1,1,5,1
108000,1,1,0,1
144000,1,3,23,0
179000,1,1,5,0
196000,2,3,1,1
150000,1,1,5,0
72000,1,1,4,1
224000,1,1,10,0
146000,1,2,3,1
284000,1,3,8,0
102000,1,1,3,0
62000,1,1,2,0
147000,1,1,1,0
306000,1,1,4,1
164000,1,2,3,0
134000,1,2,2,0
93000,2,1,0,1
394000,1,1,2,0
85000,1,2,3,1
101000,1,1,0,0
205000,2,1,0,1
54000,1,2,3,1
302000,1,1,0,0
211000,1,1,2,0
246000,1,1,19,1
204000,1,3,4,1
137000,1,1,3,1
84000,1,3,12,1
139000,1,2,4,0
88000,1,2,3,0
196000,1,3,7,1
234000,1,1,12,0
338000,1,1,4,0
184000,1,1,0,0
249000,1,2,3,0
127000,1,2,4,1
115000,1,3,6,0
195000,1,2,2,0
121000,1,1,2,1
174000,1,1,2,0
84000,1,1,3,0
92000,1,3,4,0
213000,1,1,2,0
244000,1,3,4,0
87000,1,1,11,1
217000,1,2,4,1
112000,1,1,1,0
151000,1,3,14,0
327000,1,1,2,0
234000,1,2,1,0
232000,1,3,3,0
429000,1,2,0,0
102000,1,1,5,0
87000,1,3,1,0
101000,1,1,5,1
130000,1,1,7,1
50000,1,2,5,0
134000,1,3,3,1
111000,1,1,2,0
231000,1,3,13,0
182000,1,2,16,0
108000,1,2,2,0
207000,1,1,1,0
223000,1,2,4,0
98000,1,1,9,1
114000,1,1,8,0
50000,1,1,1,0
82000,1,3,4,1
100000,1,1,2,0
156000,1,1,4,0
89000,2,1,3,1
113000,1,1,0,1
76000,1,4,2,0
165000,1,2,7,0
190000,1,2,9,1
187000,1,3,4,1
151000,1,1,2,0
64000,1,3,3,0
107000,1,4,5,0
120000,1,2,18,0
120000,1,2,2,0
156000,1,1,6,1
329000,1,3,2,0
234000,1,1,8,0
87000,1,2,0,1
218000,1,1,7,0
213000,1,2,7,0
96000,1,3,1,0
239000,1,2,1,0
137000,1,1,5,1
69000,1,2,19,1
193000,1,3,0,1
169000,1,2,0,0
132000,1,3,5,1
147000,1,3,0,1
101000,1,3,41,0
210000,1,1,14,0
146000,1,2,5,0
164000,1,3,6,0
183000,1,3,3,1
79000,2,1,0,0
92000,1,1,0,1
50000,1,1,2,0
205000,2,3,54,0
77000,1,3,0,0
161000,1,2,3,1
184000,1,1,2,1
209000,1,1,5,0
77000,1,3,7,0
145000,1,1,4,0
376000,1,1,2,0
385000,1,1,3,0
258000,1,3,0,0
181000,1,2,3,1
86000,1,1,5,1
223000,1,1,0,0
138000,1,4,0,1
204000,1,1,3,0
106000,1,1,0,1
136000,1,1,2,0
164000,1,1,1,0
172000,1,3,4,0
197000,1,3,9,0
109000,1,1,7,0
72000,1,3,5,1
367000,1,1,2,1
590000,1,3,0,1
192000,1,1,0,1
72000,1,1,2,0
98000,1,3,2,0
198000,1,3,5,0
314000,1,3,2,0
77000,1,2,4,0
140000,1,3,4,0
167000,1,2,0,0
241000,1,1,0,0
124000,2,2,0,1
63000,1,2,0,0
211000,1,2,2,0
278000,1,3,0,0
143000,2,2,0,0
187000,1,1,0,1
116000,1,1,0,1
94000,1,3,5,0
264000,2,1,0,1
186000,1,3,4,0
196000,1,1,0,0
343000,1,1,2,0
84000,1,3,2,0
111000,1,1,6,0
164000,1,3,18,1
110000,2,1,0,1
231000,1,2,0,0
135000,1,2,2,1
87000,1,3,4,1
156000,1,1,3,0
165000,1,1,2,1
251000,1,2,3,0
186000,1,4,5,0
193000,1,3,0,0
179000,1,3,2,0
135000,1,2,2,0
101000,1,2,2,1
176000,1,3,3,0
125000,1,3,5,1
380000,1,3,1,0
314000,1,3,1,0
212000,1,3,3,1
185000,1,1,2,1
143000,1,1,0,0
75000,1,4,5,0
133000,1,2,2,1
159000,1,1,2,0
170000,2,2,115,0
194000,1,2,7,0
249000,1,3,1,0
103000,1,3,2,1
103000,1,1,9,0
333000,1,2,0,0
229000,1,1,4,0
121000,1,3,2,0
141000,1,1,0,0
142000,1,2,0,1
153000,1,2,2,0
195000,1,2,4,0
605000,1,2,10,0
167000,1,2,0,1
216000,1,2,5,0
59000,1,1,5,1
115000,1,1,6,0
295000,1,2,2,0
187000,1,1,3,0
50000,1,3,2,0
217000,1,1,2,0
431000,1,3,0,1
50000,1,1,0,0
346000,1,3,3,1
50000,2,1,3,0
251000,1,2,0,1
149000,1,1,0,0
50000,1,2,0,0
192000,1,1,0,0
282000,1,3,3,1
183000,1,2,3,1
207000,1,4,3,1
120000,1,2,0,0
54000,2,2,0,1
219000,1,3,0,0
393000,1,1,1,0
279000,1,2,3,1
50000,1,1,11,0
65000,2,2,0,1
94000,1,1,4,1
62000,1,1,8,0
154000,1,2,4,1
186000,1,2,0,0
68000,1,1,6,1
230000,1,2,0,0
209000,1,3,2,1
111000,1,1,0,0
136000,1,1,1,1
51000,1,4,6,1
125000,1,3,4,1
151000,1,1,0,0
165000,1,2,4,1
185000,1,1,2,0
172000,1,3,0,1
130000,1,1,4,1
176000,1,1,5,0
260000,1,1,5,0
142000,1,2,3,0
179000,1,1,8,1
135000,1,3,1,0
105000,1,2,6,0
200000,1,2,5,0
111000,1,3,4,0
185000,1,1,9,1
152000,1,1,10,0
127000,1,1,3,1
125000,1,3,8,0
113000,1,1,5,0
61000,2,3,3,0
185000,1,2,7,0
170000,1,2,3,0
239000,1,2,3,0
112000,1,1,14,0
425000,1,1,3,0
122000,1,3,0,0
93000,1,1,2,1
87000,1,2,0,0
58000,1,3,6,1
348000,1,1,2,1
319000,2,1,0,1
209000,2,1,0,1
92000,1,1,11,0
406000,1,4,3,0
124000,1,4,0,0
129000,1,1,2,1
331000,1,3,0,0
216000,1,1,0,0
503000,2,4,0,1
172000,1,3,0,0
121000,2,1,0,1
107000,2,2,0,1
54000,2,3,0,1
129000,2,1,0,1
282000,1,1,2,0
209000,1,2,0,0
152000,1,1,0,0
87000,1,1,2,0
170000,1,1,3,1
262000,1,2,3,1
190000,1,1,3,0
164000,1,2,3,0
97000,1,1,3,0
242000,1,1,3,0
50000,1,2,18,0
185000,1,1,0,0
617000,1,2,1,0
65000,1,1,3,1
131000,1,2,6,0
149000,1,1,0,0
116000,1,3,4,0
265000,1,1,4,0
195000,1,3,3,1
163000,1,1,4,1
233000,1,1,4,0
151000,1,2,4,0
862000,1,1,21,1
163000,1,2,2,1
167000,1,3,2,0
59000,1,3,0,0
111000,1,2,5,0
282000,1,4,0,0
72000,1,2,5,1
50000,1,1,11,0
153000,1,3,2,0
319000,1,1,3,1
154000,1,1,8,0
125000,1,1,3,0
54000,1,1,5,0
192000,1,1,13,0
216000,1,1,2,0
56000,1,2,2,0
280000,1,3,4,0
229000,1,3,0,0
280000,1,1,8,1
207000,1,1,4,1
215000,1,2,6,0
200000,1,1,4,1
242000,1,1,3,0
55000,1,2,22,1
66000,1,3,3,1
100000,1,1,5,0
140000,1,2,2,0
186000,1,2,3,0
179000,1,3,0,1
277000,1,1,4,1
282000,1,3,2,0
93000,1,3,6,0
171000,1,1,3,0
94000,1,2,5,0
135000,1,2,4,1
179000,1,1,2,0
50000,1,2,0,0
565000,1,1,2,0
205000,1,3,5,0
108000,1,1,2,0
433000,1,2,0,0
124000,1,1,2,0
161000,1,2,4,0
115000,1,2,4,0
372000,1,2,2,0
142000,1,2,2,1
163000,1,1,11,1
291000,1,1,0,0
207000,1,2,10,0
146000,1,1,2,0
276000,1,3,5,1
606000,1,2,2,0
179000,1,3,0,1
160000,1,1,3,0
165000,1,2,2,1
308000,1,1,2,0
108000,1,3,5,0
129000,1,2,0,0
64000,1,2,6,0
78000,1,2,2,0
113000,1,1,15,1
145000,2,2,0,1
397000,2,3,0,1
201000,1,1,0,0
91000,2,4,0,1
101000,1,3,0,0
319000,1,4,4,0
279000,2,3,0,1
152000,2,1,0,1
118000,2,2,0,1
278000,2,1,0,1
87000,2,3,0,1
186000,2,1,0,1
524000,1,3,0,0
168000,2,1,0,1
98000,1,1,9,0
188000,2,1,0,1
116000,2,2,0,1
70000,2,1,0,1
221000,2,1,0,1
277000,2,1,0,1
126000,2,1,0,1
122000,2,3,0,1
88000,2,2,0,1
138000,2,1,0,1
110000,2,1,0,1
86000,1,1,3,0
425000,2,1,0,0
194000,1,1,4,0
206000,2,1,0,1
244000,1,1,0,0
229000,1,1,2,0
120000,2,3,2,1
174000,1,1,3,0
129000,2,2,0,1
191000,2,2,0,1
181000,2,3,0,1
122000,1,1,0,1
72000,1,3,2,0
163000,2,3,0,1
134000,1,4,2,0
53000,2,3,0,1
198000,2,1,0,1
255000,1,3,5,1
603000,1,3,4,1
121000,1,1,3,0
112000,1,1,2,0
81000,1,3,0,0
168000,1,1,0,0
168000,2,3,3,1
96000,1,1,2,0
136000,1,2,2,0
51000,1,1,4,0
250000,1,2,4,1
98000,1,2,4,1
147000,1,3,1,0
68000,2,1,0,1
109000,1,1,3,1
129000,1,1,0,0
149000,1,1,1,0
195000,1,4,2,0
331000,1,1,9,0
224000,1,1,2,0
255000,1,3,2,0
332000,1,1,2,0
205000,1,1,4,0
147000,1,2,4,0
261000,1,1,2,0
271000,1,3,0,0
214000,1,2,0,0
67000,1,1,0,0
94000,1,2,5,1
129000,1,3,0,0
230000,2,1,3,1
148000,1,2,2,0
280000,1,1,2,1
309000,1,2,6,0
290000,1,2,8,1
291000,1,1,3,0
85000,1,2,11,1
196000,1,1,4,0
107000,1,2,0,0
61000,1,2,5,0
128000,1,1,5,0
311000,1,1,0,0
193000,1,3,10,1
455000,1,1,0,1
165000,1,1,3,0
576000,1,1,9,0
165000,2,2,0,1
152000,1,1,0,0
74000,1,3,0,0
276000,1,2,0,0
114000,1,1,9,0
105000,1,2,3,0
303000,1,1,0,0
284000,1,1,5,0
280000,1,2,0,0
123000,1,1,2,0
146000,2,3,0,1
145000,1,2,2,0
231000,1,1,3,0
353000,1,4,0,0
184000,1,2,1,0
444000,1,1,1,0
246000,1,2,2,0
132000,1,4,9,1
237000,1,1,5,0
383000,1,1,1,0
450000,1,2,3,1
288000,1,1,2,0
152000,1,1,0,0
133000,1,2,3,1
206000,1,3,3,1
377000,1,2,1,0
190000,1,1,1,0
193000,1,1,2,0
154000,1,1,0,0
125000,1,1,16,0
137000,1,2,6,0
162000,1,1,4,0
386000,1,3,3,0
131000,1,2,4,0
154000,1,2,2,0
93000,1,3,3,0
222000,1,2,0,0
318000,1,3,3,0
367000,1,3,2,0
168000,2,2,3,1
206000,1,1,2,0
138000,1,1,8,1
201000,1,3,3,1
178000,1,1,15,1
155000,1,3,0,1
162000,1,1,5,0
192000,1,2,0,0
128000,1,1,3,0
131000,1,4,3,0
384000,2,1,3,1
666000,1,1,2,0
77000,1,3,3,0
75000,1,1,2,0
89000,1,1,8,0
142000,1,3,6,0
246000,1,3,13,0
208000,1,1,0,0
165000,1,2,2,0
201000,1,1,4,0
103000,1,1,3,1
131000,1,2,4,1
148000,1,1,2,1
63000,1,2,2,0
79000,1,1,4,0
81000,1,3,8,0
228000,2,2,0,1
172000,1,1,0,1
210000,1,3,0,0
55000,1,3,1,0
66000,1,1,6,0
216000,2,4,3,1
50000,1,1,4,0
294000,1,1,11,1
55000,1,1,11,1
239000,1,1,2,0
92000,1,2,2,1
267000,1,2,2,0
876000,1,3,2,0
50000,1,1,6,0
220000,1,1,3,0
55000,1,1,14,1
190000,1,1,0,1
134000,1,3,5,0
161000,1,2,4,0
91000,1,3,0,1
230000,1,2,7,0
68000,1,1,3,0
297000,1,1,0,0
120000,1,1,0,1
69000,1,3,0,1
361000,1,1,2,1
145000,1,1,0,0
428000,1,2,20,1
294000,1,1,0,1
97000,1,2,3,0
143000,1,1,4,0
160000,1,2,4,1
347000,1,1,0,1
191000,1,3,0,0
165000,1,2,0,0
134000,1,1,2,0
146000,1,3,5,0
307000,1,3,10,0
150000,1,2,5,1
121000,1,3,2,1
110000,1,3,0,0
111000,1,1,4,0
69000,1,1,2,1
99000,1,1,5,0
342000,1,2,5,0
134000,1,4,1,0
221000,1,2,5,1
50000,1,1,6,0
205000,1,3,0,1
137000,1,2,2,0
115000,1,1,1,0
166000,1,3,2,0
114000,1,1,8,0
50000,1,2,6,0
249000,1,2,3,1
171000,1,3,6,1
126000,1,1,2,0
88000,1,1,2,1
67000,1,2,19,0
170000,1,3,2,1
364000,1,1,2,0
168000,1,1,11,0
70000,1,3,3,0
170000,1,3,1,0
146000,1,1,2,0
241000,1,1,2,1
209000,1,2,7,1
50000,1,2,2,0
202000,1,2,2,1
86000,1,3,6,0
69000,1,1,3,0
135000,1,3,5,1
188000,1,1,3,1
61000,1,3,14,1
221000,2,1,0,1
228000,2,1,3,0
154000,1,1,2,0
93000,1,1,2,0
88000,2,1,1,1
264000,1,2,0,1
65000,1,3,3,1
269000,1,2,3,0
137000,1,2,3,0
142000,1,1,10,1
59000,1,3,0,1
138000,1,1,4,0
210000,1,1,3,0
72000,1,1,4,0
197000,1,1,13,0
158000,2,2,0,1
105000,1,1,4,0
240000,2,1,2,1
50000,1,3,3,0
182000,1,1,1,0
366000,1,2,7,0
331000,1,1,0,0
186000,1,3,2,0
127000,1,2,3,0
106000,1,1,2,0
127000,1,3,2,0
202000,1,1,2,1
96000,1,1,4,0
228000,1,2,7,0
485000,1,2,7,1
145000,1,1,2,0
72000,1,1,2,0
72000,1,1,2,0
230000,1,2,0,0
145000,1,4,8,0
243000,1,1,3,1
112000,1,4,19,0
237000,1,1,2,0
137000,1,3,0,0
100000,1,3,5,0
120000,1,2,14,1
78000,1,1,0,0
448000,1,1,5,0
142000,1,1,2,1
214000,1,2,2,0
112000,1,4,5,0
84000,1,1,0,0
132000,1,1,2,0
275000,1,1,6,0
113000,1,2,0,1
93000,1,2,5,0
163000,1,1,0,1
197000,1,3,0,1
370000,1,1,3,0
182000,1,2,0,1
214000,1,1,1,1
223000,1,1,5,0
80000,1,2,9,0
88000,1,2,8,1
83000,1,1,3,1
72000,1,3,3,0
232000,1,2,0,0
176000,1,1,4,0
157000,1,4,0,1
50000,1,3,1,0
465000,1,1,1,0
92000,1,3,2,0
464000,1,3,0,0
68000,1,1,3,0
96000,1,2,5,0
50000,1,1,6,0
183000,1,2,17,0
82000,1,3,0,0
83000,1,1,0,0
71000,1,2,6,1
230000,1,1,3,0
222000,1,2,0,0
406000,1,3,8,1
103000,1,1,3,0
169000,1,2,2,0
74000,1,1,6,1
125000,1,2,4,0
113000,1,2,3,0
194000,1,2,3,1
262000,1,1,4,1
259000,1,2,2,1
94000,1,2,0,0
260000,1,2,2,0
146000,1,2,25,0
125000,1,3,0,0
102000,1,1,4,1
110000,1,1,251,1
391000,1,4,7,0
178000,1,1,0,0
165000,1,3,1,0
130000,1,2,3,0
576000,1,3,0,0
307000,1,2,2,0
101000,1,3,0,0
129000,1,2,9,0
133000,1,2,4,0
163000,1,1,3,1
102000,1,1,5,1
191000,1,1,0,0
333000,1,4,5,1
73000,1,1,0,0
81000,1,3,2,1
115000,1,2,5,0
118000,2,1,3,1
450000,1,4,2,1
260000,1,1,0,0
252000,1,2,7,0
130000,1,2,8,0
128000,1,1,0,1
68000,2,1,0,1
231000,2,2,0,1
197000,2,1,0,1
304000,1,3,3,0
134000,1,2,3,1
139000,1,1,0,0
165000,1,1,3,0
245000,1,1,0,0
67000,1,3,0,0
225000,1,2,3,1
148000,1,1,0,0
84000,1,2,4,0
50000,1,2,7,0
139000,1,2,4,1
333000,1,1,2,0
377000,1,1,0,0
182000,1,1,1,0
441000,1,2,0,0
146000,1,2,0,0
253000,1,1,4,0
117000,1,1,2,0
113000,1,2,1,0
103000,1,1,4,1
50000,1,2,2,0
304000,2,1,0,1
105000,1,1,4,1
97000,1,2,6,1
78000,1,1,2,1
134000,1,2,4,0
396000,2,1,3,1
474000,1,1,4,0
60000,2,2,0,1
123000,1,1,6,1
85000,2,2,0,1
258000,1,3,3,0
176000,1,4,2,0
106000,1,1,3,0
156000,1,1,4,1
115000,1,1,2,1
364000,1,3,0,0
203000,1,1,7,0
217000,1,1,4,1
50000,2,2,0,1
145000,1,1,0,0
472000,1,2,6,0
311000,1,2,3,1
54000,2,2,0,1
126000,1,2,4,1
77000,1,1,3,0
384000,1,2,0,0
172000,1,2,4,1
98000,1,1,0,0
153000,1,3,11,1
50000,1,3,3,1
83000,1,3,3,1
153000,1,2,4,1
239000,1,1,9,0
52000,1,1,24,1
122000,1,1,2,0
261000,1,1,3,1
68000,1,1,0,0
170000,1,1,2,1
156000,1,1,4,0
385000,1,3,0,0
132000,1,1,2,0
136000,1,2,0,0
240000,1,3,0,0
72000,1,2,4,0
133000,1,1,3,1
117000,1,2,0,0
139000,1,3,4,0
239000,1,3,0,0
203000,1,1,8,1
99000,1,1,2,0
162000,1,2,3,1
340000,1,1,4,1
95000,1,3,3,1
162000,1,2,2,0
135000,1,3,3,0
145000,1,4,4,1
61000,1,2,5,0
326000,1,3,2,0
98000,1,2,0,0
264000,1,1,2,0
107000,1,3,2,0
106000,1,2,2,0
292000,1,4,2,1
259000,1,1,0,0
168000,1,1,0,0
228000,1,3,1,0
128000,1,1,2,0
149000,1,2,0,0
104000,1,2,7,0
247000,1,1,2,0
102000,1,1,4,0
339000,1,3,7,0
126000,1,1,9,0
152000,1,2,5,0
228000,1,2,2,1
152000,1,2,2,0
127000,1,1,2,0
148000,1,1,0,0
245000,1,3,0,0
104000,1,1,3,0
140000,2,1,0,1
151000,1,3,9,1
241000,1,1,2,0
142000,1,1,5,0
406000,1,4,0,0
138000,1,1,5,0
132000,1,1,0,0
137000,1,1,0,0
73000,1,3,0,0
85000,2,3,0,1
112000,1,3,0,0
280000,1,4,7,1
147000,1,1,0,0
115000,2,2,0,1
294000,2,1,1,1
352000,1,3,0,0
299000,1,3,0,0
94000,1,1,2,0
114000,1,3,5,0
407000,1,2,4,0
171000,1,1,8,0
129000,1,2,0,0
223000,1,4,0,1
261000,2,1,0,1
110000,1,1,4,0
169000,1,4,2,0
250000,1,1,0,1
79000,1,1,11,1
151000,1,2,0,1
81000,1,2,0,0
87000,1,1,7,1
110000,1,1,0,0
195000,1,3,2,0
126000,1,2,0,0
105000,1,2,2,0
154000,1,3,1,0
80000,1,1,6,1
190000,1,3,9,0
279000,1,3,4,0
144000,1,3,0,0
134000,1,1,2,1
184000,1,1,4,0
50000,1,2,0,0
202000,1,3,8,1
826000,1,4,7,0
140000,1,1,0,0
140000,1,2,3,0
226000,1,1,5,1
371000,2,2,3,1
256000,1,3,2,0
50000,2,3,0,1
204000,1,1,10,1
617000,1,4,4,0
211000,1,1,1,0
79000,1,2,2,0
175000,1,2,3,0
74000,1,2,3,0
296000,1,3,3,0
89000,1,2,0,0
156000,1,1,3,0
94000,1,1,0,0
111000,1,2,11,1
340000,1,2,3,0
159000,1,2,0,0
110000,1,1,0,0
80000,1,1,0,1
54000,1,3,0,0
75000,1,2,0,0
160000,1,2,9,1
257000,1,2,4,0
110000,1,1,3,1
356000,1,1,14,1
101000,1,1,3,1
132000,1,2,11,1
83000,1,1,0,0
259000,1,1,4,0
475000,1,4,9,1
57000,1,1,3,0
124000,1,2,5,0
301000,1,1,1,0
68000,2,1,0,1
205000,1,1,7,1
294000,1,3,3,0
157000,1,2,0,0
203000,1,2,10,1
395000,1,4,2,0
438000,1,1,6,1
145000,1,2,0,0
112000,1,1,0,0
90000,1,2,4,0
257000,1,3,5,0
71000,1,1,2,0
131000,1,4,3,1
159000,1,2,1,0
114000,1,1,3,1
175000,1,1,3,0
615000,1,2,7,1
140000,1,2,2,0
118000,1,1,0,0
262000,1,2,3,0
171000,1,1,5,1
331000,1,4,10,1
164000,1,1,0,0
131000,1,2,5,1
56000,1,3,0,0
62000,1,2,3,0
55000,1,3,10,0
185000,1,3,5,0
71000,1,1,2,0
299000,1,1,5,1
153000,1,2,1,0
131000,1,1,0,0
